Adjusted Average Daily Traffic Amount,At Intersection Flag,Construction Zone Flag,Crash Month,Day of Week_0,Day of Week_1,Day of Week_2,Hour of Day,Latitude,Light Condition_0,Light Condition_1,Light Condition_2,Longitude,Percentage of Single Unit Truck Average Daily Traffic,Road Class_0,Road Class_1,Road Class_2,Rural Flag,Speed Limit,Weather Condition_0,Weather Condition_1,Weather Condition_2,Weather Condition_3,crash_count_7d,crash_count_30d,road_curvature,number_of_lanes,label
20709,True,False,11,0,1,0,19,32.58994279,0,1,0,-96.89760232,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,True,False,11,0,1,0,20,32.58994279,0,1,0,-96.89760232,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,True,False,11,0,1,0,21,32.58994279,0,1,0,-96.89760232,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,True,False,11,0,1,0,22,32.58994279,0,1,0,-96.89760232,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,True,False,11,0,1,0,23,32.58994279,0,1,0,-96.89760232,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,11,1,0,1,0,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,1,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,2,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,3,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,4,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,5,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,6,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,7,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,8,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,9,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,10,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,11,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,12,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,13,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,14,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,15,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,16,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,17,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,18,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,1
20709,False,False,11,1,0,1,19,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,20,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,21,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,22,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,11,1,0,1,23,32.58974397,0,0,1,-96.89961837,0.9,0,0,1,False,45,0,0,0,1,1,2,0.0001119730717498435,5,0
20709,False,False,3,1,1,0,0,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,1
20709,False,False,3,1,1,0,1,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,2,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,3,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,4,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,5,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,6,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,7,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,8,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,9,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,10,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,11,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,12,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,13,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,14,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,15,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,16,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,17,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,18,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,19,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,20,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,21,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,22,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,3,1,1,0,23,32.58972531,0,0,1,-96.89624516,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0,0,0
20709,False,False,8,1,0,1,0,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,1,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,2,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,3,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,4,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,5,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,6,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,7,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,8,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,9,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,1
20709,False,False,8,1,0,1,10,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,11,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,12,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,13,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,14,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,15,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,16,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,17,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,18,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,19,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,20,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,21,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,22,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,8,1,0,1,23,32.58995332,0,1,0,-96.89945446,0.9,0,0,1,False,45,0,0,1,0,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,0,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,1,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,2,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,3,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,4,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,5,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,6,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,7,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,8,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,9,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,10,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,11,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,12,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,13,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,14,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,15,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,16,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,17,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,18,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,19,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,20,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,21,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,4,1,1,0,22,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,1
20709,False,False,4,1,1,0,23,32.58995357,0,0,1,-96.89955338,0.9,0,0,1,False,45,0,0,0,1,0,0,0.0795709288969988,5,0
20709,False,False,11,1,0,1,0,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,1,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,2,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,3,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,4,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,5,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,6,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,7,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,8,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,9,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,10,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,11,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,12,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,13,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,14,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,15,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,16,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,17,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,18,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,1
20709,False,False,11,1,0,1,19,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,20,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,21,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,22,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
20709,False,False,11,1,0,1,23,32.58973507,0,0,1,-96.89800905,0.9,0,0,1,False,45,0,0,0,1,0,1,179.999979307423,5,0
189698,False,False,1,0,1,0,0,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,1,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,2,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,3,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,4,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,5,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,6,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,1
189698,False,False,1,0,1,0,7,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,8,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,9,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,10,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,11,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,12,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,13,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,14,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,15,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,16,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,17,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,18,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,19,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,20,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,21,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,22,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,False,1,0,1,0,23,32.66158146,1,0,1,-96.89483503,3.9,0,1,0,False,70,0,0,1,1,0,3,179.92373016357914,4,0
189698,False,True,1,1,0,0,0,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,1,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,2,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,3,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,4,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,5,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,6,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,1
189698,False,True,1,1,0,0,7,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,8,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,9,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,10,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,11,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,12,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,13,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,14,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,15,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,16,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,17,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,18,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,19,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,20,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,21,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,22,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,True,1,1,0,0,23,32.66127598,0,0,1,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,0,0,179.92373016357914,4,0
189698,False,False,1,1,0,0,0,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,1,1,179.92373016357914,4,0
189698,False,False,1,1,0,0,1,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,1,1,179.92373016357914,4,0
189698,False,False,1,1,0,0,2,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,1,1,179.92373016357914,4,0
189698,False,False,1,1,0,0,3,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,1,1,179.92373016357914,4,0
189698,False,False,1,1,0,0,4,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,1,1,179.92373016357914,4,0
189698,False,False,1,1,0,0,5,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,1,1,179.92373016357914,4,0
189698,False,False,1,1,0,0,6,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,1,1,179.92373016357914,4,0
189698,False,False,1,1,0,0,7,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,2,2,179.92373016357914,4,0
189698,False,False,1,1,0,0,8,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,2,2,179.92373016357914,4,0
189698,False,False,1,1,0,0,9,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,2,2,179.92373016357914,4,0
189698,False,False,1,1,0,0,10,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,2,2,179.92373016357914,4,0
189698,False,False,1,1,0,0,11,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,2,2,179.92373016357914,4,0
189698,False,False,1,1,0,0,12,32.66127598,0,1,0,-96.8941388,3.9,0,1,0,False,70,0,0,0,1,2,2,179.92373016357914,4,0
